media_id,comment_count,like_count,caption_text,accessibility_caption,taken_at,Translated caption_text
3375890630552135743,38,1643,"בצק עלים מהיר לבורקס - לזכר יאיר כהן ז״ל
לבצק:
200 גרם קמח קר
160 גרם חמאה חתוכה לקוביות וקרה
109 גרם מי קרח
כפית מלח
אופן ההכנה:
*לפני שמתחילים שימו לב שחשוב מאוד לעבוד מהר ולעבוד כשהבצק קר והחומרים לבצק קרים, בעיקר בתקופת הקיץ.
1.חותכים חמאה לקוביות ושמים בקערה במקפיא לכמה דקות. 2.במיקסר עם וו גיטרה או לישה שמים קמח שיצא מהמקרר, את קוביות החמאה ומי קרח. לשים כמה שפחות ממש עד לשניה שהכל מתאחד לגוש אחד. מוציאים מיד את הבצק משטחים למלבן קטן, עוטפים ומכניסים למקפיא לעשרים דקות לפחות.
3.מקמחים משטח ומוציאים את הבצק מהניילון. מקמחים גם את הבצק ומרדדים עם מערוך את הבצק למלבן באורך של בערך 40 ס״מ.
4.מקפלים את הבצק לקיפול שלוש כמו ספר: את שליש החלק התחתון מקפלים עד לאמצע הבצק ועליו את השליש העליון כך שמתקבל שלוש שכבות של בצק.
5.מסובבים את הבצק כל שהחלק הסגור פונה לצד ימין ומרדדים שוב למלבן באורך 20*15 ושוב מבצעים את אותו קיפול. עוטפים ומכניסים למקפיא לעשרים דקות נוספות.
6.חוזרים על פעולת הקיפול רק פעם נוספת, עוטפים ומכניסים למקרר לעשר דקות.
7.מרדדים את הבצק לריבוע על גבי נייר אפייה מקומח עד לעובי של ס״מ. חותכים ומחלקים את הבצק לארבע עם סכין גדולה ומכניסים את התבנית למקפיא לעשר דקות.
8. שמים מלית לבורקס במרכז כל ריבוע, אני שמתי גבינת חמד מגורדת. מקפלים את הקצה למשולש, ומעט לוחצים.
9.מורחים בביצה ומפזרים שומשום ומכניסים את התבנית למקרר.
10.מחממים תנור ל200 מעלות. כשהתנור חם מכניסים את הבורקסים ל20-2) דקות.
מעיין, אשתו של יאיר ז״ל כותבת:
יאיר. כשמו כן הוא, בכל מקום מאיר ומפיץ את הטוב, הנתינה והענווה שלו. 
יאיר הצטיין בכל תחום בחייו, בלימודים, בעבודה ובצבא. בכל מקום ראו והעריכו את כמה שהוא מיוחד. כל אדם שפגש אותו אמר שיאיר הצליח להשפיע עליו לטובה רק בזכות מבט קטן, ללא מילים. 
יאיר הוא הדוגמא ל״עוצמה בשקט״, תמיד מוביל בקור רוח, ביטחון ושלווה פנימית. 
יאיר הותיר אחריו הורי ואחים אוהבים, ואת מעיין אשתו, שלהם הייתה אהבה יוצאת דופן, אחת שלא רואים באגדות.  בכל מקום מעיין ויאיר זה אחד. היא מאוד רוצה להנציח ולשמר את הדרך והטוב של יאיר בעולם. וכך נפתח העמוד לזכרו בעזרת המשפחה והחברים
@remember_yaircohen",,2024-05-25 10:19:54-0700,"Quick puff pastry for Borax - in memory of the late Yair Cohen
For the dough:
200 grams of cold flour
160 grams of butter cut into cubes and cold
109 grams of ice water
Teaspoon of salt
Preparation:
*Before you start, note that it is very important to work quickly and work when the dough is cold and the ingredients for the dough are cold, especially during the summer.
1. Cut butter into cubes and put in a bowl in the freezer for a few minutes. 2. In a mixer with a guitar hook or a kneader, put flour that came out of the refrigerator, the cubes of butter and ice water. Put as little as possible right up until the second everything comes together into one block. Immediately roll out the dough into a small rectangle, wrap it and put it in the freezer for at least twenty minutes.
3. Flour a surface and remove the dough from the plastic. Flour the dough as well and roll the dough with a rolling pin into a rectangle about 40 cm long.
4. Fold the dough into three folds like a book: fold the bottom third to the middle of the dough and top it with the top third so that you get three layers of dough.
5. Turn the dough so that the closed part is facing the right side and roll it again into a 20x15 rectangle and again make the same fold. Wrap and put in the freezer for another twenty minutes.
6. Repeat the folding operation just one more time, wrap and put in the refrigerator for ten minutes.
7. Roll the dough into a square on floured baking paper to a thickness of cm. Cut and divide the dough into four with a large knife and put the mold in the freezer for ten minutes.
8. Put a borax filling in the center of each square, I put grated Hamad cheese. Fold the edge into a triangle, and press a little.
9. Spread with egg and sprinkle with sesame seeds and put the mold in the refrigerator.
10. Heat the oven to 200 degrees. When the oven is hot, put the borax in for 2-20 minutes.
Maayan, the wife of the late Yair writes:
Yair As his name is, everywhere he shines and spreads his goodness, giving and humility. 
Yair excelled in every area of ​​his life, in his studies, at work and in the army. Everywhere you see and appreciate how special he is. Every person who met him said that Yair was able to influence him in a positive way only thanks to a small look, without words. 
Yair is the example of ""power in silence"", always leading with composure, confidence and inner peace. 
Yair left behind loving parents and brothers, and Ma'ayan his wife, theirs was an extraordinary love, one not seen in fairy tales.  Everywhere Maayan and Yair is one. She really wants to perpetuate and preserve Yair's way and goodness in the world. And so the page was opened in his memory with the help of family and friends
@remember_yaircohen"
3377995064887345322,0,33,"עוד מהטוב של שגרירי LEAD
רחל אייזיק והילה בן שלוש, שגירות שנה א׳
מובילות את מיזם ״ נפגשים על הדרך״!
נוסעים ברכבת ביום חמישי הקרוב?
מוזמנים לקחת חלק פעיל ולהשתתף בשיח עם שאר הנוסעים ואיתנו , במיזם מיוחד שובר מחיצות ובלתי נשכח!!
למען אחדותינו!
@nifgashim_al_haderech",,2024-05-28 08:00:00-0700,"More of the best from LEAD ambassadors
Rachel Isaac and Hila, three years old, living in the first year
Leading the project ""meeting on the road""!
Traveling by train this Thursday?
You are invited to take an active part and participate in a conversation with the other passengers and with us, in a special project that breaks down barriers and is unforgettable!!
For our unity!
@nifgashim_al_haderech"
3374040122209309488,39,7785,"The Full Flower Moon in Libra tonight 🌕🌸
Although I obtained a lot of data from several lenses that can get me a super detailed image of tonight’s Moon, I chose to share this single shot to keep things simple and bring you how the Moon almost looks like when looking at it from binoculars or a telescope. 
I will be sharing more content from the data that i captured tonight in the future.
Enjoy! 
#flowermoon 
#moon 
#fullMoon",,2024-05-22 21:02:27-0700,"The Full Flower Moon in Libra tonight 🌕🌸
Although I obtained a lot of data from several lenses that can get me a super detailed image of tonight’s Moon, I chose to share this single shot to keep things simple and bring you how the Moon almost looks like when looking at it from binoculars or a telescope. 
I will be sharing more content from the data that i captured tonight in the future.
Enjoy! 
#flowermoon 
#moon 
#fullMoon"
3376656858968461904,104,1955,Congratulations to our new chapter and regional boards around the Order! 👏 We can't wait to see all the amazing things you'll accomplish together. ✨ #leadership,,2024-05-26 11:41:28-0700,Congratulations to our new chapter and regional boards around the Order! 👏 We can't wait to see all the amazing things you'll accomplish together. ✨ #leadership
3367143164848732034,10,3,"🇮🇱 A view over the heart of the Holy Land.
Via @thehistoryguy

#israel #holyland #geography",,2024-05-13 08:40:09-0700,"🇮🇱 A view over the heart of the Holy Land.
Via @thehistoryguy

#israel #holyland #geography"
3377467499676614161,127,12968,"Follow us @astro.voyagers for more 👍 Physical patterns in the universe are a result of the interactions between fundamental forces, inherent symmetries in physical laws, and conservation principles. Additionally, systems tend to self-organize, and the initial conditions of the universe played a role in setting the stage for the patterns we observe today. Over time, both deterministic and chaotic dynamics shape these patterns, giving rise to the intricate structures we see in space.

Via @spaceinnutshell 
#physicsclass #physicsfacts #physicslovers #physicslover #physicsfun #physicsstudent #physicsfact #physicsfacts #theoryofeverything #theoryofrelativity #stringtheory #understandlife #understandinglife #quantumtheory #quantummechanics #quantumfield #astronomyfacts #astrofacts #spacefacts #spacetheory",,2024-05-27 14:32:02-0700,"Follow us @astro.voyagers for more 👍 Physical patterns in the universe are a result of the interactions between fundamental forces, inherent symmetries in physical laws, and conservation principles. Additionally, systems tend to self-organize, and the initial conditions of the universe played a role in setting the stage for the patterns we observe today. Over time, both deterministic and chaotic dynamics shape these patterns, giving rise to the intricate structures we see in space.

Via @spaceinnutshell 
#physicsclass #physicsfacts #physicslovers #physicslover #physicsfun #physicsstudent #physicsfact #physicsfacts #theoryofeverything #theoryofrelativity #stringtheory #understandlife #understandinglife #quantumtheory #quantummechanics #quantumfield #astronomyfacts #astrofacts #spacefacts #spacetheory"
3377950558785346269,0,55,"In our B’nei Mitzvah Era ✡️✨

#birthright #birthrightisrael #gotailormade #jerusalem
📸 maohcana",,2024-05-28 06:31:48-0700,"In our B’nei Mitzvah Era ✡️✨

#birthright #birthrightisrael #gotailormade #jerusalem
📸 maohcana"
3375896852635333721,15,1038,#BringThemHomeNow 🎗🎗🎗,,2024-05-25 10:31:27-0700,#BringThemHomeNow 🎗🎗🎗
3376599029666975121,178,5854,"Greek Jewish Fest part 1 at @kkjnyc  with @koshadillz and so many @jews_of_ny !! 🗽🗽

Did you know there are Jews in Greece 🇬🇷and NYC is home to the only jewish greek synagogue in the entire western hemisphere???!!

🎥 @matthewkylelevine 
👩‍💻 @nat.torn",,2024-05-26 09:52:41-0700,"Greek Jewish Fest part 1 at @kkjnyc  with @koshadillz and so many @jews_of_ny !! 🗽🗽

Did you know there are Jews in Greece 🇬🇷and NYC is home to the only jewish greek synagogue in the entire western hemisphere???!!

🎥 @matthewkylelevine 
👩‍💻 @nat.torn"
3375073416681883108,72,3506,"שבת שלום מלאכית שלי 
היפה בעולם 
שנה שלמה של שבתות בלעדייך
אחותך מתגעגעת בכל נשימה 💔💔💔❤️‍🩹❤️‍🩹❤️‍🩹",,2024-05-24 07:15:25-0700,"Shabbat shalom my angel 
The most beautiful in the world 
A whole year of Sabbaths without you
I miss your sister with every breath 💔💔💔❤️‍🩹❤️‍🩹❤️‍🩹"
3378797176514040916,70,2701,All eyes on Hashem 🇮🇱❤️,,2024-05-29 10:33:52-0700,All eyes on Hashem 🇮🇱❤️
